"","x"
"1367","ANGPTL1"
"1368","FAM20B"
"1369","TOR3A"
"1370","ABL2"
"1371","SOAT1"
"1372","AXDND1"
"1373","TDRD5"
"1374","FAM163A"
"1375","TOR1AIP2"
"1376","TOR1AIP1"
"1377","CEP350"
"1378","QSOX1"
"1379","LHX4"
"1380","XPR1"
"1381","KIAA1614"
"1382","STX6"
"1383","MR1"
"1384","IER5"
"1385","CACNA1E"
"1386","ZNF648"
"1387","GLUL"
"1388","TEDDM1"
"1389","RNASEL"
"1390","RGS16"
"1391","RGS8"
"1392","NPL"
"1393","DHX9"
"1394","SHCBP1L"
"1395","LAMC1"
"1396","LAMC2"
"1397","NMNAT2"
"1398","SMG7"
"1399","NCF2"
"1400","ARPC5"
"1401","RGL1"
"1402","COLGALT2"
"1403","TSEN15"
"1404","C1orf21"
"1405","EDEM3"
"1406","FAM129A"
"1407","RNF2"
"1408","TRMT1L"
"1409","SWT1"
"1410","IVNS1ABP"
"1411","HMCN1"
"1412","PRG4"
"1413","TPR"
"1414","C1orf27"
"1415","OCLM"
"1416","PDC"
"1417","PTGS2"
"1418","PLA2G4A"
"1419","BRINP3"
"1420","RGS18"
"1421","RGS1"
"1422","RGS13"
"1423","RGS2"
"1424","UCHL5"
"1425","TROVE2"
"1426","GLRX2"
"1427","CDC73"
"1428","B3GALT2"
"1429","KCNT2"
"1430","CFH"
"1431","CFHR3"
"1432","CFHR1"
"1433","ASPM"
"1434","ZBTB41"
"1435","CRB1"
"1436","DENND1B"
"1437","C1orf53"
"1438","LHX9"
"1439","NEK7"
"1440","PTPRC"
"1441","NR5A2"
"1442","ZNF281"
"1443","KIF14"
"1444","DDX59"
"1445","CAMSAP2"
"1446","GPR25"
"1447","C1orf106"
"1448","KIF21B"
"1449","CACNA1S"
"1450","ASCL5"
"1451","TMEM9"
"1452","IGFN1"
"1453","PKP1"
"1454","TNNT2"
"1455","LAD1"
"1456","TNNI1"
"1457","PHLDA3"
"1458","CSRP1"
"1459","NAV1"
"1460","IPO9"
"1461","SHISA4"
"1462","LMOD1"
"1463","TIMM17A"
"1464","RNPEP"
"1465","ELF3"
"1466","GPR37L1"
"1467","ARL8A"
"1468","PTPN7"
"1469","LGR6"
"1470","UBE2T"
"1471","PPP1R12B"
"1472","SYT2"
"1473","KDM5B"
"1474","RABIF"
"1475","KLHL12"
"1476","ADIPOR1"
"1477","CYB5R1"
"1478","TMEM183A"
"1479","PPFIA4"
"1480","MYOG"
"1481","ADORA1"
"1482","MYBPH"
"1483","CHI3L1"
"1484","CHIT1"
"1485","BTG2"
"1486","FMOD"
"1487","PRELP"
"1488","OPTC"
"1489","ATP2B4"
"1490","LAX1"
"1491","ZC3H11A"
"1492","ZBED6"
"1493","SNRPE"
"1494","SOX13"
"1495","ETNK2"
"1496","REN"
"1497","KISS1"
"1498","GOLT1A"
"1499","PLEKHA6"
"1500","PPP1R15B"
"1501","PIK3C2B"
"1502","MDM4"
"1503","LRRN2"
"1504","NFASC"
"1505","CNTN2"
"1506","TMEM81"
"1507","RBBP5"
"1508","DSTYK"
"1509","TMCC2"
"1510","NUAK2"
"1511","KLHDC8A"
"1512","LEMD1"
"1513","CDK18"
"1514","ELK4"
"1515","SLC45A3"
"1516","NUCKS1"
"1517","RAB29"
"1518","SLC41A1"
"1519","PM20D1"
"1520","SLC26A9"
"1521","RAB7B"
"1522","CTSE"
"1523","C1orf186"
"1524","FAM72A"
"1525","SRGAP2"
"1526","IKBKE"
"1527","RASSF5"
"1528","EIF2D"
"1529","DYRK3"
"1530","MAPKAPK2"
"1531","IL10"
"1532","IL24"
"1533","PIGR"
"1534","C1orf116"
"1535","PFKFB2"
"1536","YOD1"
"1537","C4BPB"
"1538","C4BPA"
"1539","CD55"
"1540","CR2"
"1541","CR1"
"1542","CR1L"
"1543","CD46"
"1544","CD34"
"1545","PLXNA2"
"1546","CAMK1G"
"1547","LAMB3"
"1548","G0S2"
"1549","HSD11B1"
"1550","TRAF3IP3"
"1551","C1orf74"
"1552","IRF6"
"1553","DIEXF"
"1554","SYT14"
"1555","SERTAD4"
"1556","HHAT"
"1557","KCNH1"
"1558","RCOR3"
"1559","TRAF5"
"1560","RD3"
"1561","SLC30A1"
"1562","NEK2"
"1563","LPGAT1"
"1564","INTS7"
"1565","DTL"
"1566","PPP2R5A"
"1567","TMEM206"
"1568","NENF"
"1569","ATF3"
"1570","BATF3"
"1571","NSL1"
"1572","TATDN3"
"1573","SPATA45"
"1574","FLVCR1"
"1575","VASH2"
"1576","ANGEL2"
"1577","RPS6KC1"
"1578","PROX1"
"1579","SMYD2"
"1580","PTPN14"
"1581","CENPF"
"1582","KCNK2"
"1583","KCTD3"
"1584","USH2A"
"1585","ESRRG"
"1586","GPATCH2"
"1587","SPATA17"
"1588","RRP15"
"1589","TGFB2"
"1590","LYPLAL1"
"1591","SLC30A10"
"1592","EPRS"
"1593","BPNT1"
"1594","IARS2"
"1595","RAB3GAP2"
"1596","MARK1"
"1597","C1orf115"
"1598","MARC2"
"1599","MARC1"
"1600","HLX"
"1601","DUSP10"
"1602","HHIPL2"
"1603","TAF1A"
"1604","MIA3"
"1605","AIDA"
"1606","BROX"
"1607","FAM177B"
"1608","DISP1"
"1609","TLR5"
"1610","SUSD4"
"1611","CAPN8"
"1612","CAPN2"
"1613","TP53BP2"
"1614","FBXO28"
"1615","DEGS1"
"1616","NVL"
"1617","CNIH4"
"1618","WDR26"
"1619","CNIH3"
"1620","DNAH14"
"1621","LBR"
"1622","ENAH"
"1623","SRP9"
"1624","EPHX1"
"1625","TMEM63A"
"1626","LEFTY1"
"1627","PYCR2"
"1628","LEFTY2"
"1629","SDE2"
"1630","H3F3A"
"1631","ACBD3"
"1632","MIXL1"
"1633","LIN9"
"1634","PARP1"
"1635","ITPKB"
"1636","PSEN2"
"1637","CDC42BPA"
"1638","ZNF678"
"1639","SNAP47"
"1640","JMJD4"
"1641","WNT9A"
"1642","WNT3A"
"1643","ARF1"
"1644","C1orf35"
"1645","MRPL55"
"1646","GUK1"
"1647","GJC2"
"1648","IBA57"
"1649","C1orf145"
"1650","OBSCN"
"1651","TRIM11"
"1652","TRIM17"
"1653","HIST3H3"
"1654","HIST3H2A"
"1655","HIST3H2BB"
"1656","RNF187"
"1657","RHOU"
"1658","RAB4A"
"1659","CCSAP"
"1660","ACTA1"
"1661","NUP133"
"1662","ABCB10"
"1663","TAF5L"
"1664","URB2"
"1665","GALNT2"
"1666","PGBD5"
"1667","COG2"
"1668","AGT"
"1669","CAPN9"
"1670","C1orf198"
"1671","TTC13"
"1672","ARV1"
"1673","FAM89A"
"1674","TRIM67"
"1675","C1orf131"
"1676","GNPAT"
"1677","EXOC8"
"1678","SPRTN"
"1679","EGLN1"
"1680","TSNAX"
"1681","DISC1"
"1682","SIPA1L2"
"1683","MAP10"
"1684","NTPCR"
"1685","KCNK1"
"1686","SLC35F3"
"1687","COA6"
"1688","TARBP1"
"1689","IRF2BP2"
"1690","TOMM20"
"1691","RBM34"
"1692","ARID4B"
"1693","GGPS1"
"1694","TBCE"
"1695","B3GALNT2"
"1696","GNG4"
"1697","LYST"
"1698","NID1"
"1699","GPR137B"
"1700","EDARADD"
"1701","LGALS8"
"1702","HEATR1"
"1703","ACTN2"
"1704","MTR"
"1705","RYR2"
"1706","CHRM3"
"1707","FMN2"
"1708","GREM2"
"1709","RGS7"
"1710","FH"
"1711","KMO"
"1712","OPN3"
"1713","CHML"
"1714","WDR64"
"1715","EXO1"
"1716","MAP1LC3C"
"1717","PLD5"
"1718","CEP170"
"1719","SDCCAG8"
"1720","AKT3"
"1721","ZBTB18"
"1722","C1orf100"
"1723","ADSS"
"1724","C1orf101"
"1725","DESI2"
"1726","COX20"
"1727","HNRNPU"
"1728","EFCAB2"
"1729","KIF26B"
"1730","SMYD3"
"1731","TFB2M"
"1732","CNST"
"1733","SCCPDH"
"1734","AHCTF1"
"1735","ZNF695"
"1736","ZNF670"
"1737","ZNF669"
"1738","C1orf229"
"1739","ZNF124"
"1740","ZNF496"
"1741","NLRP3"
"1742","GCSAML"
"1743","TRIM58"
"1744","OR2W3"
"1745","OR2T8"
"1746","OR2L13"
"1747","LYPD8"
"1748","SH3BP5L"
"1749","ZNF672"
"1750","ZNF692"
"1751","PGBD2"
"1752","FAM110C"
"1753","SH3YL1"
"1754","ACP1"
"1755","TMEM18"
"1756","SNTG2"
"1757","TPO"
"1758","PXDN"
"1759","MYT1L"
"1760","TSSC1"
"1761","TRAPPC12"
"1762","ADI1"
"1763","RNASEH1"
"1764","RPS7"
"1765","COLEC11"
"1766","ALLC"
"1767","DCDC2C"
"1768","SOX11"
"1769","CMPK2"
"1770","RSAD2"
"1771","RNF144A"
"1772","ID2"
"1773","KIDINS220"
"1774","MBOAT2"
"1775","ASAP2"
"1776","ITGB1BP1"
"1777","CPSF3"
"1778","IAH1"
"1779","ADAM17"
"1780","YWHAQ"
"1781","TAF1B"
"1782","GRHL1"
"1783","KLF11"
"1784","CYS1"
"1785","RRM2"
"1786","C2orf48"
"1787","HPCAL1"
"1788","ODC1"
"1789","NOL10"
"1790","ATP6V1C2"
"1791","PDIA6"
"1792","KCNF1"
"1793","C2orf50"
"1794","PQLC3"
"1795","ROCK2"
"1796","E2F6"
"1797","GREB1"
"1798","NTSR2"
"1799","LPIN1"
"1800","TRIB2"
"1801","FAM84A"
"1802","NBAS"
"1803","DDX1"
"1804","MYCN"
"1805","FAM49A"
"1806","RAD51AP2"
"1807","VSNL1"
"1808","SMC6"
"1809","GEN1"
"1810","KCNS3"
"1811","RDH14"
"1812","NT5C1B"
"1813","OSR1"
"1814","TTC32"
"1815","WDR35"
"1816","MATN3"
"1817","LAPTM4A"
"1818","SDC1"
"1819","PUM2"
"1820","RHOB"
"1821","HS1BP3"
"1822","GDF7"
"1823","APOB"
"1824","KLHL29"
"1825","ATAD2B"
"1826","UBXN2A"
"1827","MFSD2B"
"1828","FKBP1B"
"1829","SF3B6"
"1830","FAM228B"
"1831","TP53I3"
"1832","PFN4"
"1833","FAM228A"
"1834","ITSN2"
"1835","NCOA1"
"1836","PTRHD1"
"1837","CENPO"
"1838","ADCY3"
"1839","DNAJC27"
"1840","EFR3B"
"1841","POMC"
"1842","DNMT3A"
"1843","DTNB"
"1844","ASXL2"
"1845","KIF3C"
"1846","RAB10"
"1847","HADHA"
"1848","HADHB"
"1849","DRC1"
"1850","OTOF"
"1851","C2orf70"
"1852","CIB4"
"1853","KCNK3"
"1854","SLC35F6"
"1855","CENPA"
"1856","DPYSL5"
"1857","MAPRE3"
"1858","TMEM214"
"1859","AGBL5"
"1860","OST4"
"1861","EMILIN1"
"1862","KHK"
"1863","CGREF1"
"1864","ABHD1"
"1865","PREB"
"1866","TCF23"
"1867","SLC5A6"
"1868","ATRAID"
"1869","CAD"
"1870","SLC30A3"
"1871","DNAJC5G"
"1872","TRIM54"
"1873","UCN"
"1874","MPV17"
"1875","GTF3C2"
"1876","EIF2B4"
"1877","SNX17"
"1878","ZNF513"
"1879","PPM1G"
"1880","NRBP1"
"1881","KRTCAP3"
"1882","IFT172"
"1883","FNDC4"
"1884","GCKR"
"1885","C2orf16"
"1886","ZNF512"
"1887","CCDC121"
"1888","GPN1"
"1889","SUPT7L"
"1890","SLC4A1AP"
"1891","MRPL33"
"1892","RBKS"
"1893","BRE"
"1894","FOSL2"
"1895","PLB1"
"1896","PPP1CB"
"1897","SPDYA"
"1898","TRMT61B"
"1899","WDR43"
"1900","C2orf71"
"1901","CLIP4"
"1902","ALK"
"1903","YPEL5"
"1904","LBH"
"1905","LCLAT1"
"1906","CAPN13"
"1907","GALNT14"
"1908","CAPN14"
"1909","EHD3"
"1910","XDH"
"1911","SRD5A2"
"1912","MEMO1"
"1913","DPY30"
"1914","SPAST"
"1915","SLC30A6"
"1916","NLRC4"
"1917","YIPF4"
"1918","BIRC6"
"1919","TTC27"
"1920","LTBP1"
"1921","RASGRP3"
"1922","FAM98A"
"1923","CRIM1"
"1924","FEZ2"
"1925","VIT"
"1926","STRN"
"1927","HEATR5B"
"1928","GPATCH11"
"1929","EIF2AK2"
"1930","CEBPZOS"
"1931","CEBPZ"
"1932","NDUFAF7"
"1933","PRKD3"
"1934","QPCT"
"1935","CDC42EP3"
"1936","RMDN2"
"1937","CYP1B1"
"1938","ATL2"
"1939","HNRNPLL"
"1940","GALM"
"1941","SRSF7"
"1942","GEMIN6"
"1943","DHX57"
"1944","MORN2"
"1945","ARHGEF33"
"1946","SOS1"
"1947","CDKL4"
"1948","MAP4K3"
"1949","TMEM178A"
"1950","THUMPD2"
"1951","SLC8A1"
"1952","C2orf91"
"1953","PKDCC"
"1954","EML4"
"1955","COX7A2L"
"1956","KCNG3"
"1957","MTA3"
"1958","OXER1"
"1959","HAAO"
"1960","ZFP36L2"
"1961","THADA"
"1962","PLEKHH2"
"1963","DYNC2LI1"
"1964","ABCG5"
"1965","ABCG8"
"1966","LRPPRC"
"1967","PPM1B"
"1968","SLC3A1"
"1969","PREPL"
"1970","CAMKMT"
"1971","SIX3"
"1972","SIX2"
"1973","SRBD1"
"1974","PRKCE"
"1975","EPAS1"
"1976","ATP6V1E2"
"1977","RHOQ"
"1978","PIGF"
"1979","CRIPT"
"1980","SOCS5"
"1981","MCFD2"
"1982","TTC7A"
"1983","C2orf61"
"1984","CALM2"
"1985","EPCAM"
"1986","MSH2"
"1987","KCNK12"
"1988","MSH6"
"1989","FBXO11"
"1990","FOXN2"
"1991","PPP1R21"
"1992","STON1"
"1993","GTF2A1L"
"1994","LHCGR"
"1995","STON1-GTF2A1L"
"1996","NRXN1"
"1997","ASB3"
"1998","CHAC2"
"1999","ERLEC1"
"2000","GPR75"
"2001","PSME4"
"2002","ACYP2"
"2003","TSPYL6"
"2004","C2orf73"
"2005","SPTBN1"
"2006","EML6"
"2007","RTN4"
"2008","CLHC1"
"2009","RPS27A"
"2010","MTIF2"
"2011","CCDC88A"
"2012","CFAP36"
"2013","PNPT1"
"2014","EFEMP1"
"2015","CCDC85A"
"2016","VRK2"
"2017","FANCL"
"2018","BCL11A"
"2019","PAPOLG"
"2020","REL"
"2021","PUS10"
"2022","PEX13"
"2023","KIAA1841"
"2024","C2orf74"
"2025","AHSA2"
"2026","USP34"
"2027","XPO1"
"2028","FAM161A"
"2029","CCT4"
"2030","COMMD1"
"2031","B3GNT2"
"2032","TMEM17"
"2033","EHBP1"
"2034","OTX1"
"2035","WDPCP"
"2036","MDH1"
"2037","UGP2"
"2038","VPS54"
"2039","PELI1"
"2040","LGALSL"
"2041","AFTPH"
"2042","SERTAD2"
"2043","SLC1A4"
"2044","CEP68"
"2045","RAB1A"
"2046","ACTR2"
"2047","SPRED2"
"2048","MEIS1"
"2049","ETAA1"
"2050","C1D"
"2051","WDR92"
"2052","PNO1"
"2053","PPP3R1"
"2054","CNRIP1"
"2055","PLEK"
"2056","FBXO48"
"2057","APLF"
"2058","PROKR1"
"2059","ARHGAP25"
"2060","BMP10"
"2061","GKN1"
"2062","ANTXR1"
"2063","GFPT1"
"2064","NFU1"
"2065","AAK1"
"2066","ANXA4"
"2067","GMCL1"
"2068","SNRNP27"
"2069","MXD1"
"2070","ASPRV1"
"2071","PCBP1"
"2072","C2orf42"
"2073","TIA1"
"2074","PCYOX1"
"2075","SNRPG"
"2076","FAM136A"
"2077","TGFA"
"2078","ADD2"
"2079","CLEC4F"
"2080","CD207"
"2081","VAX2"
"2082","ATP6V1B1"
"2083","ANKRD53"
"2084","TEX261"
"2085","NAGK"
"2086","MCEE"
"2087","MPHOSPH10"
"2088","PAIP2B"
"2089","ZNF638"
"2090","DYSF"
"2091","CYP26B1"
"2092","EXOC6B"
"2093","SPR"
"2094","EMX1"
"2095","SFXN5"
"2096","RAB11FIP5"
"2097","SMYD5"
"2098","PRADC1"
"2099","CCT7"
"2100","FBXO41"
"2101","EGR4"
"2102","ALMS1"
"2103","NAT8"
"2104","TPRKB"
"2105","DUSP11"
"2106","STAMBP"
"2107","ACTG2"
"2108","DGUOK"
"2109","TET3"
"2110","BOLA3"
"2111","MOB1A"
"2112","MTHFD2"
"2113","SLC4A5"
"2114","DCTN1"
"2115","C2orf81"
"2116","WDR54"
"2117","RTKN"
"2118","INO80B"
"2119","WBP1"
"2120","MOGS"
"2121","MRPL53"
"2122","CCDC142"
"2123","TTC31"
"2124","LBX2"
"2125","PCGF1"
"2126","TLX2"
"2127","DQX1"
"2128","AUP1"
"2129","HTRA2"
"2130","LOXL3"
"2131","DOK1"
"2132","M1AP"
"2133","SEMA4F"
"2134","HK2"
"2135","POLE4"
"2136","TACR1"
"2137","EVA1A"
"2138","MRPL19"
"2139","GCFC2"
"2140","LRRTM4"
"2141","REG3G"
"2142","REG1B"
"2143","REG1A"
"2144","REG3A"
"2145","CTNNA2"
"2146","LRRTM1"
"2147","SUCLG1"
"2148","DNAH6"
"2149","TRABD2A"
"2150","TMSB10"
"2151","KCMF1"
"2152","TCF7L1"
"2153","TGOLN2"
"2154","RETSAT"
"2155","ELMOD3"
"2156","CAPG"
"2157","SH2D6"
"2158","MAT2A"
"2159","GGCX"
"2160","VAMP8"
"2161","VAMP5"
"2162","RNF181"
"2163","TMEM150A"
"2164","USP39"
"2165","C2orf68"
"2166","SFTPB"
"2167","GNLY"
"2168","ATOH8"
"2169","ST3GAL5"
"2170","POLR1A"
"2171","PTCD3"
"2172","IMMT"
"2173","MRPL35"
"2174","REEP1"
"2175","KDM3A"
"2176","CHMP3"
"2177","RNF103"
"2178","RMND5A"
"2179","CD8A"
"2180","CD8B"
"2181","RGPD1"
"2182","PLGLB1"
"2183","PLGLB2"
"2184","RGPD2"
"2185","KRCC1"
"2186","SMYD1"
"2187","FABP1"
"2188","THNSL2"
"2189","EIF2AK3"
"2190","RPIA"
"2191","TEKT4"
"2192","MAL"
"2193","MRPS5"
"2194","ZNF514"
"2195","ZNF2"
"2196","PROM2"
"2197","KCNIP3"
"2198","FAHD2A"
"2199","ANKRD36C"
"2200","GPAT2"
"2201","ADRA2B"
"2202","ASTL"
"2203","DUSP2"
"2204","STARD7"
"2205","TMEM127"
"2206","CIAO1"
"2207","SNRNP200"
"2208","ITPRIPL1"
"2209","NCAPH"
"2210","NEURL3"
"2211","ARID5A"
"2212","KANSL3"
"2213","FER1L5"
"2214","LMAN2L"
"2215","CNNM4"
"2216","CNNM3"
"2217","ANKRD23"
"2218","ANKRD39"
"2219","SEMA4C"
"2220","FAM178B"
"2221","FAHD2B"
"2222","ANKRD36"
"2223","ANKRD36B"
"2224","COX5B"
"2225","ACTR1B"
"2226","ZAP70"
"2227","TMEM131"
"2228","VWA3B"
"2229","CNGA3"
"2230","INPP4A"
"2231","COA5"
"2232","UNC50"
"2233","MGAT4A"
"2234","KIAA1211L"
"2235","TSGA10"
"2236","C2orf15"
"2237","LIPT1"
"2238","MITD1"
"2239","MRPL30"
"2240","LYG2"
"2241","LYG1"
"2242","TXNDC9"
"2243","EIF5B"
"2244","REV1"
"2245","AFF3"
"2246","LONRF2"
"2247","CHST10"
"2248","PDCL3"
"2249","NPAS2"
"2250","RPL31"
"2251","TBC1D8"
"2252","CNOT11"
"2253","RNF149"
"2254","CREG2"
"2255","RFX8"
"2256","MAP4K4"
"2257","IL1R2"
"2258","IL1R1"
"2259","IL1RL2"
"2260","IL1RL1"
"2261","IL18R1"
"2262","IL18RAP"
"2263","SLC9A2"
"2264","MFSD9"
"2265","TMEM182"
"2266","POU3F3"
"2267","MRPS9"
"2268","GPR45"
"2269","TGFBRAP1"
"2270","C2orf49"
"2271","FHL2"
"2272","NCK2"
"2273","C2orf40"
"2274","UXS1"
"2275","RGPD3"
"2276","ST6GAL2"
"2277","RGPD4"
"2278","SLC5A7"
"2279","SULT1C2"
"2280","SULT1C4"
"2281","GCC2"
"2282","LIMS1"
"2283","RANBP2"
"2284","CCDC138"
"2285","EDAR"
"2286","SH3RF3"
"2287","SEPT10"
"2288","SOWAHC"
"2289","RGPD5"
"2290","MALL"
"2291","NPHP1"
"2292","LINC00116"
"2293","RGPD6"
"2294","BUB1"
"2295","ACOXL"
"2296","BCL2L11"
"2297","ANAPC1"
"2298","MERTK"
"2299","TMEM87B"
"2300","FBLN7"
"2301","ZC3H8"
"2302","ZC3H6"
"2303","RGPD8"
"2304","TTL"
"2305","POLR1B"
"2306","CHCHD5"
"2307","SLC20A1"
"2308","NT5DC4"
"2309","CKAP2L"
"2310","IL1A"
"2311","IL1B"
"2312","IL36RN"
"2313","IL1RN"
"2314","PSD4"
"2315","PAX8"
"2316","CBWD2"
"2317","FOXD4L1"
"2318","WASH2P"
"2319","RABL2A"
"2320","SLC35F5"
"2321","ACTR3"
"2322","DPP10"
"2323","DDX18"
"2324","CCDC93"
"2325","INSIG2"
"2326","EN1"
"2327","MARCO"
"2328","C1QL2"
"2329","STEAP3"
"2330","C2orf76"
"2331","DBI"
"2332","TMEM37"
"2333","SCTR"
"2334","CFAP221"
"2335","TMEM177"
"2336","PTPN4"
"2337","EPB41L5"
"2338","TMEM185B"
"2339","RALB"
"2340","INHBB"
"2341","GLI2"
"2342","TFCP2L1"
"2343","CLASP1"
"2344","NIFK"
"2345","TSN"
"2346","GYPC"
"2347","BIN1"
"2348","CYP27C1"
"2349","ERCC3"
"2350","MAP3K2"
"2351","PROC"
"2352","IWS1"
"2353","MYO7B"
"2354","LIMS2"
"2355","GPR17"
"2356","WDR33"
"2357","POLR2D"
"2358","AMMECR1L"
"2359","SAP130"
"2360","UGGT1"
"2361","HS6ST1"
"2362","RAB6C"
"2363","POTEF"
"2364","CCDC74B"
"2365","SMPD4"
"2366","MZT2B"
"2367","TUBA3E"
"2368","CCDC115"
"2369","IMP4"
"2370","PTPN18"
"2371","POTEI"
"2372","POTEJ"
"2373","AMER3"
"2374","ARHGEF4"
"2375","FAM168B"
"2376","PLEKHB2"
"2377","POTEE"
"2378","MZT2A"
"2379","TUBA3D"
"2380","CCDC74A"
"2381","C2orf27A"
"2382","GPR39"
"2383","LYPD1"
"2384","NCKAP5"
"2385","MGAT5"
"2386","TMEM163"
"2387","ACMSD"
"2388","CCNT2"
"2389","MAP3K19"
"2390","RAB3GAP1"
"2391","ZRANB3"
"2392","R3HDM1"
"2393","UBXN4"
"2394","LCT"
"2395","MCM6"
"2396","DARS"
"2397","CXCR4"
"2398","THSD7B"
"2399","HNMT"
"2400","SPOPL"
"2401","LRP1B"
"2402","KYNU"
"2403","ARHGAP15"
"2404","GTDC1"
"2405","ZEB2"
"2406","ACVR2A"
"2407","ORC4"
"2408","MBD5"
"2409","EPC2"
"2410","KIF5C"
"2411","LYPD6B"
"2412","LYPD6"
"2413","MMADHC"
"2414","RND3"
"2415","RBM43"
"2416","NMI"
"2417","TNFAIP6"
"2418","RIF1"
"2419","NEB"
"2420","ARL5A"
"2421","CACNB4"
"2422","STAM2"
"2423","FMNL2"
"2424","PRPF40A"
"2425","ARL6IP6"
"2426","RPRM"
"2427","GALNT13"
"2428","KCNJ3"
"2429","NR4A2"
"2430","GPD2"
"2431","GALNT5"
"2432","ERMN"
"2433","CYTIP"
"2434","ACVR1C"
"2435","ACVR1"
"2436","UPP2"
"2437","CCDC148"
"2438","PKP4"
"2439","DAPL1"
"2440","TANC1"
"2441","WDSUB1"
"2442","BAZ2B"
"2443","MARCH7"
"2444","CD302"
"2445","LY75"
"2446","PLA2R1"
"2447","ITGB6"
"2448","RBMS1"
"2449","TANK"
"2450","PSMD14"
"2451","SLC4A10"
"2452","DPP4"
"2453","FAP"
"2454","IFIH1"
"2455","GCA"
"2456","KCNH7"
"2457","FIGN"
"2458","GRB14"
"2459","COBLL1"
"2460","SLC38A11"
"2461","SCN3A"
"2462","SCN2A"
"2463","CSRNP3"
"2464","GALNT3"
"2465","TTC21B"
"2466","SCN1A"
"2467","SCN9A"
"2468","SCN7A"
"2469","XIRP2"
"2470","B3GALT1"
"2471","STK39"
"2472","CERS6"
"2473","NOSTRIN"
"2474","SPC25"
"2475","G6PC2"
"2476","ABCB11"
"2477","DHRS9"
"2478","LRP2"
"2479","BBS5"
"2480","KLHL41"
"2481","FASTKD1"
"2482","PPIG"
"2483","CCDC173"
"2484","PHOSPHO2"
"2485","KLHL23"
"2486","SSB"
"2487","METTL5"
"2488","UBR3"
"2489","MYO3B"
"2490","SP5"
"2491","ERICH2"
"2492","GAD1"
"2493","GORASP2"
"2494","TLK1"
"2495","METTL8"
"2496","DCAF17"
"2497","CYBRD1"
"2498","DYNC1I2"
"2499","SLC25A12"
"2500","HAT1"
"2501","METAP1D"
"2502","DLX1"
"2503","DLX2"
"2504","ITGA6"
"2505","PDK1"
"2506","RAPGEF4"
"2507","CDCA7"
"2508","SP3"
"2509","OLA1"
"2510","CIR1"
"2511","SCRN3"
"2512","GPR155"
"2513","WIPF1"
"2514","CHRNA1"
"2515","CHN1"
"2516","ATF2"
"2517","ATP5G3"
"2518","HOXD10"
"2519","HOXD9"
"2520","HOXD8"
"2521","HOXD3"
"2522","HOXD4"
"2523","HOXD1"
"2524","MTX2"
"2525","HNRNPA3"
"2526","NFE2L2"
"2527","AGPS"
"2528","TTC30B"
"2529","TTC30A"
"2530","PDE11A"
"2531","RBM45"
"2532","OSBPL6"
"2533","PRKRA"
"2534","DFNB59"
"2535","FKBP7"
"2536","PLEKHA3"
"2537","TTN"
"2538","CCDC141"
"2539","SESTD1"
"2540","ZNF385B"
"2541","CWC22"
"2542","UBE2E3"
"2543","ITGA4"
"2544","CERKL"
"2545","NEUROD1"
"2546","SSFA2"
"2547","PPP1R1C"
"2548","PDE1A"
"2549","DNAJC10"
"2550","FRZB"
"2551","NCKAP1"
"2552","DUSP19"
"2553","NUP35"
"2554","ZNF804A"
"2555","FSIP2"
"2556","ZC3H15"
"2557","ITGAV"
"2558","FAM171B"
"2559","CALCRL"
"2560","TFPI"
"2561","GULP1"
"2562","COL3A1"
"2563","COL5A2"
"2564","WDR75"
"2565","SLC40A1"
"2566","ASNSD1"
"2567","ANKAR"
"2568","OSGEPL1"
"2569","ORMDL1"
"2570","PMS1"
"2571","C2orf88"
"2572","MSTN"
"2573","HIBCH"
"2574","INPP1"
"2575","MFSD6"
"2576","NAB1"
"2577","GLS"
"2578","STAT1"
"2579","STAT4"
"2580","MYO1B"
"2581","NABP1"
"2582","SDPR"
"2583","TMEFF2"
"2584","SLC39A10"
"2585","DNAH7"
"2586","STK17B"
"2587","HECW2"
"2588","CCDC150"
"2589","GTF3C3"
"2590","C2orf66"
"2591","PGAP1"
"2592","ANKRD44"
"2593","SF3B1"
"2594","COQ10B"
"2595","HSPD1"
"2596","HSPE1"
"2597","MOB4"
"2598","RFTN2"
"2599","MARS2"
"2600","BOLL"
"2601","PLCL1"
"2602","SATB2"
"2603","FTCDNL1"
"2604","C2orf69"
"2605","TYW5"
"2606","SPATS2L"
"2607","KCTD18"
"2608","AOX1"
"2609","BZW1"
"2610","CLK1"
"2611","PPIL3"
"2612","NIF3L1"
"2613","ORC2"
"2614","FAM126B"
"2615","NDUFB3"
"2616","CFLAR"
"2617","CASP10"
"2618","CASP8"
"2619","ALS2CR12"
"2620","TRAK2"
"2621","STRADB"
"2622","ALS2CR11"
"2623","TMEM237"
"2624","MPP4"
"2625","ALS2"
"2626","CDK15"
"2627","FZD7"
"2628","KIAA2012"
"2629","SUMO1"
"2630","NOP58"
"2631","BMPR2"
"2632","FAM117B"
"2633","ICA1L"
"2634","WDR12"
"2635","CARF"
"2636","NBEAL1"
"2637","CYP20A1"
"2638","ABI2"
"2639","RAPH1"
"2640","CD28"
"2641","CTLA4"
"2642","ICOS"
"2643","PARD3B"
"2644","NRP2"
"2645","INO80D"
"2646","NDUFS1"
"2647","EEF1B2"
"2648","GPR1"
"2649","ZDBF2"
"2650","ADAM23"
"2651","MDH1B"
