"","x"
"14155","TRIP10"
"14156","SH2D3A"
"14157","VAV1"
"14158","ZNF557"
"14159","INSR"
"14160","ARHGEF18"
"14161","PEX11G"
"14162","C19orf45"
"14163","ZNF358"
"14164","MCOLN1"
"14165","PNPLA6"
"14166","CAMSAP3"
"14167","XAB2"
"14168","PET100"
"14169","PCP2"
"14170","STXBP2"
"14171","RETN"
"14172","MCEMP1"
"14173","TRAPPC5"
"14174","FCER2"
"14175","CLEC4G"
"14176","CD209"
"14177","CLEC4M"
"14178","EVI5L"
"14179","LRRC8E"
"14180","MAP2K7"
"14181","TGFBR3L"
"14182","SNAPC2"
"14183","CTXN1"
"14184","TIMM44"
"14185","ELAVL1"
"14186","CCL25"
"14187","FBN3"
"14188","CERS4"
"14189","CD320"
"14190","NDUFA7"
"14191","RPS28"
"14192","KANK3"
"14193","ANGPTL4"
"14194","RAB11B"
"14195","MARCH2"
"14196","HNRNPM"
"14197","PRAM1"
"14198","ZNF414"
"14199","MYO1F"
"14200","ADAMTS10"
"14201","ZNF558"
"14202","MUC16"
"14203","ZNF317"
"14204","OR7D2"
"14205","ZNF699"
"14206","ZNF559"
"14207","ZNF177"
"14208","ZNF266"
"14209","ZNF560"
"14210","ZNF426"
"14211","ZNF121"
"14212","ZNF561"
"14213","ZNF562"
"14214","ZNF846"
"14215","FBXL12"
"14216","UBL5"
"14217","PIN1"
"14218","OLFM2"
"14219","COL5A3"
"14220","C19orf66"
"14221","ANGPTL6"
"14222","PPAN"
"14223","P2RY11"
"14224","EIF3G"
"14225","DNMT1"
"14226","S1PR2"
"14227","MRPL4"
"14228","ICAM1"
"14229","ICAM5"
"14230","ZGLP1"
"14231","RAVER1"
"14232","ICAM3"
"14233","TYK2"
"14234","CDC37"
"14235","PDE4A"
"14236","KEAP1"
"14237","S1PR5"
"14238","ATG4D"
"14239","KRI1"
"14240","CDKN2D"
"14241","AP1M2"
"14242","SLC44A2"
"14243","ILF3"
"14244","QTRT1"
"14245","DNM2"
"14246","TMED1"
"14247","C19orf38"
"14248","CARM1"
"14249","YIPF2"
"14250","SMARCA4"
"14251","LDLR"
"14252","SPC24"
"14253","KANK2"
"14254","DOCK6"
"14255","TSPAN16"
"14256","RAB3D"
"14257","TMEM205"
"14258","CCDC159"
"14259","SWSAP1"
"14260","EPOR"
"14261","RGL3"
"14262","CCDC151"
"14263","PRKCSH"
"14264","ELAVL3"
"14265","ZNF653"
"14266","ECSIT"
"14267","CNN1"
"14268","ELOF1"
"14269","ZNF627"
"14270","ACP5"
"14271","ZNF823"
"14272","ZNF441"
"14273","ZNF491"
"14274","ZNF440"
"14275","ZNF439"
"14276","ZNF69"
"14277","ZNF700"
"14278","ZNF763"
"14279","ZNF433"
"14280","ZNF878"
"14281","ZNF844"
"14282","ZNF788"
"14283","ZNF20"
"14284","ZNF625"
"14285","ZNF136"
"14286","ZNF44"
"14287","ZNF563"
"14288","ZNF442"
"14289","ZNF799"
"14290","ZNF443"
"14291","ZNF709"
"14292","ZNF564"
"14293","ZNF490"
"14294","ZNF791"
"14295","MAN2B1"
"14296","WDR83"
"14297","WDR83OS"
"14298","DHPS"
"14299","FBXW9"
"14300","TNPO2"
"14301","C19orf43"
"14302","ASNA1"
"14303","BEST2"
"14304","HOOK2"
"14305","JUNB"
"14306","PRDX2"
"14307","RNASEH2A"
"14308","RTBDN"
"14309","MAST1"
"14310","DNASE2"
"14311","KLF1"
"14312","GCDH"
"14313","SYCE2"
"14314","FARSA"
"14315","CALR"
"14316","RAD23A"
"14317","GADD45GIP1"
"14318","DAND5"
"14319","NFIX"
"14320","LYL1"
"14321","TRMT1"
"14322","NACC1"
"14323","STX10"
"14324","IER2"
"14325","CACNA1A"
"14326","CCDC130"
"14327","MRI1"
"14328","C19orf53"
"14329","ZSWIM4"
"14330","NANOS3"
"14331","C19orf57"
"14332","CC2D1A"
"14333","PODNL1"
"14334","DCAF15"
"14335","IL27RA"
"14336","PALM3"
"14337","C19orf67"
"14338","SAMD1"
"14339","PRKACA"
"14340","ASF1B"
"14341","DDX39A"
"14342","PKN1"
"14343","PTGER1"
"14344","GIPC1"
"14345","DNAJB1"
"14346","TECR"
"14347","NDUFB7"
"14348","CLEC17A"
"14349","ZNF333"
"14350","OR7A5"
"14351","SLC1A6"
"14352","CASP14"
"14353","SYDE1"
"14354","ILVBL"
"14355","NOTCH3"
"14356","EPHX3"
"14357","BRD4"
"14358","AKAP8"
"14359","AKAP8L"
"14360","WIZ"
"14361","RASAL3"
"14362","PGLYRP2"
"14363","CYP4F22"
"14364","CYP4F3"
"14365","CYP4F12"
"14366","CYP4F2"
"14367","CYP4F11"
"14368","TPM4"
"14369","RAB8A"
"14370","HSH2D"
"14371","FAM32A"
"14372","AP1M1"
"14373","KLF2"
"14374","EPS15L1"
"14375","C19orf44"
"14376","CHERP"
"14377","SLC35E1"
"14378","MED26"
"14379","SMIM7"
"14380","TMEM38A"
"14381","NWD1"
"14382","SIN3B"
"14383","F2RL3"
"14384","CPAMD8"
"14385","HAUS8"
"14386","MYO9B"
"14387","USE1"
"14388","OCEL1"
"14389","NR2F6"
"14390","USHBP1"
"14391","BABAM1"
"14392","ANKLE1"
"14393","ABHD8"
"14394","MRPL34"
"14395","DDA1"
"14396","ANO8"
"14397","GTPBP3"
"14398","PLVAP"
"14399","BST2"
"14400","MVB12A"
"14401","TMEM221"
"14402","NXNL1"
"14403","SLC27A1"
"14404","PGLS"
"14405","FAM129C"
"14406","COLGALT1"
"14407","UNC13A"
"14408","MAP1S"
"14409","FCHO1"
"14410","B3GNT3"
"14411","INSL3"
"14412","JAK3"
"14413","RPL18A"
"14414","SLC5A5"
"14415","CCDC124"
"14416","KCNN1"
"14417","ARRDC2"
"14418","IL12RB1"
"14419","MAST3"
"14420","PIK3R2"
"14421","IFI30"
"14422","MPV17L2"
"14423","RAB3A"
"14424","PDE4C"
"14425","KIAA1683"
"14426","JUND"
"14427","LSM4"
"14428","PGPEP1"
"14429","GDF15"
"14430","LRRC25"
"14431","SSBP4"
"14432","ISYNA1"
"14433","ELL"
"14434","FKBP8"
"14435","KXD1"
"14436","UBA52"
"14437","CRLF1"
"14438","C19orf60"
"14439","TMEM59L"
"14440","KLHL26"
"14441","CRTC1"
"14442","COMP"
"14443","UPF1"
"14444","CERS1"
"14445","COPE"
"14446","DDX49"
"14447","HOMER3"
"14448","SUGP2"
"14449","ARMC6"
"14450","SLC25A42"
"14451","TMEM161A"
"14452","MEF2B"
"14453","RFXANK"
"14454","NR2C2AP"
"14455","NCAN"
"14456","HAPLN4"
"14457","TM6SF2"
"14458","SUGP1"
"14459","MAU2"
"14460","GATAD2A"
"14461","TSSK6"
"14462","NDUFA13"
"14463","YJEFN3"
"14464","CILP2"
"14465","PBX4"
"14466","LPAR2"
"14467","GMIP"
"14468","ATP13A1"
"14469","ZNF101"
"14470","ZNF14"
"14471","ZNF506"
"14472","ZNF253"
"14473","ZNF93"
"14474","ZNF682"
"14475","ZNF90"
"14476","ZNF486"
"14477","ZNF737"
"14478","ZNF626"
"14479","ZNF66"
"14480","ZNF85"
"14481","ZNF430"
"14482","ZNF714"
"14483","ZNF431"
"14484","ZNF708"
"14485","ZNF738"
"14486","ZNF493"
"14487","ZNF429"
"14488","ZNF100"
"14489","ZNF43"
"14490","ZNF208"
"14491","ZNF257"
"14492","ZNF676"
"14493","ZNF98"
"14494","ZNF492"
"14495","ZNF99"
"14496","ZNF728"
"14497","ZNF730"
"14498","ZNF91"
"14499","ZNF675"
"14500","ZNF681"
"14501","RPSAP58"
"14502","ZNF726"
"14503","ZNF254"
"14504","UQCRFS1"
"14505","VSTM2B"
"14506","POP4"
"14507","PLEKHF1"
"14508","C19orf12"
"14509","CCNE1"
"14510","URI1"
"14511","ZNF536"
"14512","TSHZ3"
"14513","ZNF507"
"14514","DPY19L3"
"14515","PDCD5"
"14516","ANKRD27"
"14517","RGS9BP"
"14518","NUDT19"
"14519","TDRD12"
"14520","SLC7A9"
"14521","CEP89"
"14522","RHPN2"
"14523","GPATCH1"
"14524","WDR88"
"14525","LRP3"
"14526","SLC7A10"
"14527","CEBPA"
"14528","CEBPG"
"14529","PEPD"
"14530","CHST8"
"14531","KCTD15"
"14532","LSM14A"
"14533","KIAA0355"
"14534","GPI"
"14535","PDCD2L"
"14536","UBA2"
"14537","WTIP"
"14538","SCGB2B2"
"14539","ZNF302"
"14540","ZNF181"
"14541","ZNF599"
"14542","ZNF30"
"14543","ZNF792"
"14544","GRAMD1A"
"14545","SCN1B"
"14546","HPN"
"14547","FXYD3"
"14548","LGI4"
"14549","FXYD1"
"14550","FXYD7"
"14551","FXYD5"
"14552","FAM187B"
"14553","LSR"
"14554","USF2"
"14555","HAMP"
"14556","MAG"
"14557","CD22"
"14558","FFAR1"
"14559","FFAR3"
"14560","FFAR2"
"14561","KRTDAP"
"14562","DMKN"
"14563","SBSN"
"14564","GAPDHS"
"14565","TMEM147"
"14566","ATP4A"
"14567","HAUS5"
"14568","RBM42"
"14569","ETV2"
"14570","COX6B1"
"14571","UPK1A"
"14572","ZBTB32"
"14573","KMT2B"
"14574","IGFLR1"
"14575","U2AF1L4"
"14576","PSENEN"
"14577","LIN37"
"14578","HSPB6"
"14579","PROSER3"
"14580","ARHGAP33"
"14581","NPHS1"
"14582","KIRREL2"
"14583","APLP1"
"14584","NFKBID"
"14585","HCST"
"14586","TYROBP"
"14587","LRFN3"
"14588","SDHAF1"
"14589","SYNE4"
"14590","ALKBH6"
"14591","CLIP3"
"14592","THAP8"
"14593","WDR62"
"14594","OVOL3"
"14595","POLR2I"
"14596","TBCB"
"14597","CAPNS1"
"14598","COX7A1"
"14599","ZNF565"
"14600","ZNF146"
"14601","ZFP14"
"14602","ZFP82"
"14603","ZNF566"
"14604","ZNF260"
"14605","ZNF529"
"14606","ZNF382"
"14607","ZNF461"
"14608","ZNF567"
"14609","ZNF850"
"14610","ZNF790"
"14611","ZNF345"
"14612","ZNF829"
"14613","ZNF568"
"14614","ZNF420"
"14615","ZNF585A"
"14616","ZNF585B"
"14617","ZNF383"
"14618","HKR1"
"14619","ZNF527"
"14620","ZNF569"
"14621","ZNF570"
"14622","ZNF793"
"14623","ZNF571"
"14624","ZNF540"
"14625","ZFP30"
"14626","ZNF781"
"14627","ZNF607"
"14628","ZNF573"
"14629","WDR87"
"14630","SIPA1L3"
"14631","DPF1"
"14632","SPINT2"
"14633","PPP1R14A"
"14634","C19orf33"
"14635","YIF1B"
"14636","KCNK6"
"14637","CATSPERG"
"14638","PSMD8"
"14639","GGN"
"14640","SPRED3"
"14641","FAM98C"
"14642","RASGRP4"
"14643","RYR1"
"14644","MAP4K1"
"14645","EIF3K"
"14646","ACTN4"
"14647","CAPN12"
"14648","LGALS7"
"14649","LGALS7B"
"14650","LGALS4"
"14651","ECH1"
"14652","HNRNPL"
"14653","RINL"
"14654","SIRT2"
"14655","NFKBIB"
"14656","CCER2"
"14657","SARS2"
"14658","MRPS12"
"14659","FBXO17"
"14660","FBXO27"
"14661","PAK4"
"14662","NCCRP1"
"14663","SYCN"
"14664","LRFN1"
"14665","GMFG"
"14666","SAMD4B"
"14667","PAF1"
"14668","MED29"
"14669","ZFP36"
"14670","PLEKHG2"
"14671","RPS16"
"14672","SUPT5H"
"14673","TIMM50"
"14674","DLL3"
"14675","EID2B"
"14676","EID2"
"14677","CLC"
"14678","DYRK1B"
"14679","FBL"
"14680","FCGBP"
"14681","PSMC4"
"14682","ZNF546"
"14683","ZNF780B"
"14684","ZNF780A"
"14685","MAP3K10"
"14686","TTC9B"
"14687","CNTD2"
"14688","AKT2"
"14689","C19orf47"
"14690","PLD3"
"14691","HIPK4"
"14692","PRX"
"14693","SERTAD1"
"14694","SERTAD3"
"14695","BLVRB"
"14696","SPTBN4"
"14697","SHKBP1"
"14698","LTBP4"
"14699","NUMBL"
"14700","ITPKC"
"14701","C19orf54"
"14702","SNRPA"
"14703","MIA"
"14704","RAB4B"
"14705","EGLN2"
"14706","CYP2A6"
"14707","CYP2A7"
"14708","CYP2F1"
"14709","CYP2S1"
"14710","AXL"
"14711","HNRNPUL1"
"14712","TGFB1"
"14713","CCDC97"
"14714","TMEM91"
"14715","B9D2"
"14716","EXOSC5"
"14717","BCKDHA"
"14718","B3GNT8"
"14719","ATP5SL"
"14720","ERICH4"
"14721","CEACAM21"
"14722","CEACAM4"
"14723","CEACAM7"
"14724","CEACAM5"
"14725","CEACAM6"
"14726","CEACAM3"
"14727","RPS19"
"14728","CD79A"
"14729","ARHGEF1"
"14730","RABAC1"
"14731","ATP1A3"
"14732","GRIK5"
"14733","ZNF574"
"14734","POU2F2"
"14735","DEDD2"
"14736","ZNF526"
"14737","GSK3A"
"14738","ERF"
"14739","CIC"
"14740","PAFAH1B3"
"14741","PRR19"
"14742","TMEM145"
"14743","MEGF8"
"14744","CNFN"
"14745","LIPE"
"14746","CXCL17"
"14747","CEACAM1"
"14748","CEACAM8"
"14749","CD177"
"14750","TEX101"
"14751","LYPD3"
"14752","PHLDB3"
"14753","ETHE1"
"14754","ZNF575"
"14755","XRCC1"
"14756","PINLYP"
"14757","IRGQ"
"14758","ZNF576"
"14759","ZNF428"
"14760","SRRM5"
"14761","CADM4"
"14762","PLAUR"
"14763","IRGC"
"14764","SMG9"
"14765","KCNN4"
"14766","LYPD5"
"14767","ZNF283"
"14768","ZNF404"
"14769","ZNF45"
"14770","ZNF221"
"14771","ZNF155"
"14772","ZNF230"
"14773","ZNF222"
"14774","ZNF223"
"14775","ZNF284"
"14776","ZNF224"
"14777","ZNF225"
"14778","ZNF234"
"14779","ZNF226"
"14780","ZNF227"
"14781","ZNF235"
"14782","ZNF233"
"14783","ZNF112"
"14784","ZNF285"
"14785","ZNF229"
"14786","ZNF180"
"14787","CEACAM20"
"14788","IGSF23"
"14789","PVR"
"14790","CEACAM19"
"14791","CEACAM16"
"14792","BCL3"
"14793","CBLC"
"14794","BCAM"
"14795","TOMM40"
"14796","APOE"
"14797","APOC1"
"14798","APOC4"
"14799","APOC2"
"14800","CLPTM1"
"14801","RELB"
"14802","CLASRP"
"14803","ZNF296"
"14804","GEMIN7"
"14805","PPP1R37"
"14806","NKPD1"
"14807","TRAPPC6A"
"14808","BLOC1S3"
"14809","EXOC3L2"
"14810","MARK4"
"14811","CKM"
"14812","KLC3"
"14813","ERCC2"
"14814","PPP1R13L"
"14815","CD3EAP"
"14816","ERCC1"
"14817","FOSB"
"14818","RTN2"
"14819","PPM1N"
"14820","VASP"
"14821","OPA3"
"14822","GPR4"
"14823","EML2"
"14824","GIPR"
"14825","SNRPD2"
"14826","QPCTL"
"14827","FBXO46"
"14828","BHMG1"
"14829","SIX5"
"14830","DMPK"
"14831","DMWD"
"14832","RSPH6A"
"14833","SYMPK"
"14834","FOXA3"
"14835","IRF2BP1"
"14836","MYPOP"
"14837","NOVA2"
"14838","CCDC61"
"14839","PGLYRP1"
"14840","IGFL4"
"14841","IGFL2"
"14842","HIF3A"
"14843","PPP5C"
"14844","CCDC8"
"14845","PNMAL1"
"14846","PPP5D1"
"14847","PNMAL2"
"14848","CALM3"
"14849","PTGIR"
"14850","GNG8"
"14851","DACT3"
"14852","PRKD2"
"14853","STRN4"
"14854","FKRP"
"14855","SLC1A5"
"14856","AP2S1"
"14857","ARHGAP35"
"14858","NPAS1"
"14859","TMEM160"
"14860","ZC3H4"
"14861","SAE1"
"14862","BBC3"
"14863","CCDC9"
"14864","INAFM1"
"14865","C5AR1"
"14866","C5AR2"
"14867","DHX34"
"14868","MEIS3"
"14869","SLC8A2"
"14870","KPTN"
"14871","NAPA"
"14872","ZNF541"
"14873","GLTSCR1"
"14874","EHD2"
"14875","GLTSCR2"
"14876","CRX"
"14877","SULT2A1"
"14878","PLA2G4C"
"14879","LIG1"
"14880","C19orf68"
"14881","CARD8"
"14882","ZNF114"
"14883","CCDC114"
"14884","EMP3"
"14885","TMEM143"
"14886","SYNGR4"
"14887","KDELR1"
"14888","GRIN2D"
"14889","GRWD1"
"14890","KCNJ14"
"14891","CYTH2"
"14892","LMTK3"
"14893","SULT2B1"
"14894","FAM83E"
"14895","SPACA4"
"14896","RPL18"
"14897","SPHK2"
"14898","DBP"
"14899","CA11"
"14900","NTN5"
"14901","FUT2"
"14902","MAMSTR"
"14903","RASIP1"
"14904","IZUMO1"
"14905","FUT1"
"14906","BCAT2"
"14907","HSD17B14"
"14908","PLEKHA4"
"14909","PPP1R15A"
"14910","TULP2"
"14911","NUCB1"
"14912","DHDH"
"14913","BAX"
"14914","FTL"
"14915","GYS1"
"14916","RUVBL2"
"14917","LHB"
"14918","CGB7"
"14919","NTF4"
"14920","KCNA7"
"14921","SNRNP70"
"14922","LIN7B"
"14923","C19orf73"
"14924","PPFIA3"
"14925","HRC"
"14926","TRPM4"
"14927","SLC6A16"
"14928","CD37"
"14929","TEAD2"
"14930","DKKL1"
"14931","CCDC155"
"14932","SLC17A7"
"14933","PIH1D1"
"14934","ALDH16A1"
"14935","FLT3LG"
"14936","RPL13A"
"14937","RPS11"
"14938","FCGRT"
"14939","RCN3"
"14940","NOSIP"
"14941","PRRG2"
"14942","PRR12"
"14943","RRAS"
"14944","SCAF1"
"14945","IRF3"
"14946","BCL2L12"
"14947","PRMT1"
"14948","ADM5"
"14949","CPT1C"
"14950","TSKS"
"14951","AP2A1"
"14952","FUZ"
"14953","MED25"
"14954","PTOV1"
"14955","PNKP"
"14956","AKT1S1"
"14957","TBC1D17"
"14958","IL4I1"
"14959","NUP62"
"14960","ATF5"
"14961","SIGLEC11"
"14962","VRK3"
"14963","ZNF473"
"14964","IZUMO2"
"14965","MYH14"
"14966","KCNC3"
"14967","NR1H2"
"14968","NAPSA"
"14969","POLD1"
"14970","SPIB"
"14971","MYBPC2"
"14972","FAM71E1"
"14973","EMC10"
"14974","JOSD2"
"14975","ASPDH"
"14976","LRRC4B"
"14977","SYT3"
"14978","C19orf81"
"14979","SHANK1"
"14980","CLEC11A"
"14981","ACPT"
"14982","C19orf48"
"14983","KLK1"
"14984","KLK3"
"14985","KLK2"
"14986","KLK4"
"14987","KLK5"
"14988","KLK6"
"14989","KLK7"
"14990","KLK8"
"14991","KLK10"
"14992","KLK11"
"14993","KLK12"
"14994","KLK13"
"14995","KLK14"
"14996","CTU1"
"14997","SIGLEC9"
"14998","SIGLEC7"
"14999","CD33"
"15000","IGLON5"
"15001","VSIG10L"
"15002","ETFB"
"15003","CLDND2"
"15004","NKG7"
"15005","C19orf84"
"15006","SIGLEC10"
"15007","SIGLEC8"
"15008","SIGLEC12"
"15009","SIGLEC6"
"15010","ZNF175"
"15011","SIGLEC14"
"15012","HAS1"
"15013","FPR1"
"15014","FPR2"
"15015","FPR3"
"15016","ZNF577"
"15017","ZNF649"
"15018","ZNF613"
"15019","ZNF350"
"15020","ZNF615"
"15021","ZNF614"
"15022","ZNF432"
"15023","ZNF841"
"15024","ZNF616"
"15025","ZNF836"
"15026","PPP2R1A"
"15027","ZNF766"
"15028","ZNF480"
"15029","ZNF610"
"15030","ZNF880"
"15031","ZNF528"
"15032","ZNF534"
"15033","ZNF578"
"15034","ZNF808"
"15035","ZNF701"
"15036","ZNF83"
"15037","ZNF611"
"15038","ZNF600"
"15039","ZNF28"
"15040","ZNF468"
"15041","ZNF320"
"15042","ZNF321P"
"15043","ZNF816"
"15044","ZNF160"
"15045","ZNF415"
"15046","ZNF347"
"15047","ZNF665"
"15048","ZNF677"
"15049","ZNF845"
"15050","ZNF525"
"15051","ZNF765"
"15052","ZNF761"
"15053","ZNF813"
"15054","ZNF331"
"15055","DPRX"
"15056","NLRP12"
"15057","MYADM"
"15058","PRKCG"
"15059","CACNG7"
"15060","CACNG8"
"15061","CACNG6"
"15062","VSTM1"
"15063","OSCAR"
"15064","NDUFA3"
"15065","TFPT"
"15066","PRPF31"
"15067","CNOT3"
"15068","LENG1"
"15069","TMC4"
"15070","MBOAT7"
"15071","TSEN34"
"15072","RPS9"
"15073","LILRB3"
"15074","LILRA6"
"15075","LILRB5"
"15076","LILRB2"
"15077","LILRA5"
"15078","LILRA4"
"15079","LAIR1"
"15080","TTYH1"
"15081","LENG8"
"15082","LENG9"
"15083","CDC42EP5"
"15084","LAIR2"
"15085","LILRA2"
"15086","LILRA1"
"15087","LILRB1"
"15088","LILRB4"
"15089","KIR2DL1"
"15090","KIR2DL4"
"15091","KIR3DL1"
"15092","KIR3DL2"
"15093","FCAR"
"15094","NCR1"
"15095","NLRP7"
"15096","NLRP2"
"15097","GP6"
"15098","RDH13"
"15099","EPS8L1"
"15100","PPP1R12C"
"15101","TNNT1"
"15102","TNNI3"
"15103","DNAAF3"
"15104","SYT5"
"15105","PTPRH"
"15106","TMEM86B"
"15107","PPP6R1"
"15108","HSPBP1"
"15109","BRSK1"
"15110","TMEM150B"
"15111","COX6B2"
"15112","FAM71E2"
"15113","IL11"
"15114","TMEM238"
"15115","RPL28"
"15116","UBE2S"
"15117","SHISA7"
"15118","ISOC2"
"15119","ZNF628"
"15120","NAT14"
"15121","SSC5D"
"15122","SBK2"
"15123","SBK3"
"15124","ZNF579"
"15125","FIZ1"
"15126","ZNF524"
"15127","ZNF865"
"15128","ZNF784"
"15129","ZNF580"
"15130","ZNF581"
"15131","CCDC106"
"15132","U2AF2"
"15133","EPN1"
"15134","NLRP9"
"15135","NLRP11"
"15136","ZNF787"
"15137","ZNF444"
"15138","ZSCAN5B"
"15139","ZSCAN5C"
"15140","ZSCAN5A"
"15141","ZSCAN5DP"
"15142","ZNF582"
"15143","ZNF583"
"15144","ZNF667"
"15145","ZNF471"
"15146","ZFP28"
"15147","ZNF470"
"15148","ZNF71"
"15149","SMIM17"
"15150","ZNF835"
"15151","ZIM2"
"15152","PEG3"
"15153","ZNF264"
"15154","AURKC"
"15155","ZNF805"
"15156","ZNF460"
"15157","ZNF543"
"15158","ZNF304"
"15159","ZNF547"
"15160","ZNF548"
"15161","ZNF17"
"15162","ZNF749"
"15163","VN1R1"
"15164","ZNF772"
"15165","ZNF419"
"15166","ZNF773"
"15167","ZNF549"
"15168","ZNF550"
"15169","ZNF416"
"15170","ZIK1"
"15171","ZNF530"
"15172","ZNF134"
"15173","ZNF211"
"15174","ZSCAN4"
"15175","ZNF551"
"15176","ZNF154"
"15177","ZNF671"
"15178","ZNF776"
"15179","ZNF586"
"15180","ZNF552"
"15181","ZNF587B"
"15182","ZNF814"
"15183","ZNF587"
"15184","ZNF417"
"15185","ZNF418"
"15186","ZNF256"
"15187","C19orf18"
"15188","ZNF606"
"15189","ZSCAN1"
"15190","ZNF135"
"15191","ZSCAN18"
"15192","ZNF329"
"15193","ZNF274"
"15194","ZNF544"
"15195","ZNF8"
"15196","ZSCAN22"
"15197","A1BG"
"15198","ZNF497"
"15199","ZNF837"
"15200","RPS5"
"15201","ZNF584"
"15202","ZNF132"
"15203","ZNF324B"
"15204","ZNF324"
"15205","ZNF446"
"15206","SLC27A5"
"15207","ZBTB45"
"15208","TRIM28"
"15209","CHMP2A"
"15210","UBE2M"
"15211","MZF1"
"15212","C20orf96"
"15213","ZCCHC3"
"15214","SOX12"
"15215","NRSN2"
"15216","TRIB3"
"15217","RBCK1"
"15218","TBC1D20"
"15219","CSNK2A1"
"15220","TCF15"
"15221","SRXN1"
"15222","SCRT2"
"15223","SLC52A3"
"15224","FAM110A"
"15225","ANGPT4"
"15226","RSPO4"
"15227","PSMF1"
"15228","TMEM74B"
"15229","C20orf202"
"15230","SNPH"
"15231","SDCBP2"
"15232","FKBP1A"
"15233","NSFL1C"
"15234","SIRPB2"
"15235","SIRPD"
"15236","SIRPB1"
"15237","SIRPG"
"15238","SIRPA"
"15239","PDYN"
"15240","STK35"
"15241","TGM3"
"15242","SNRPB"
"15243","ZNF343"
"15244","TMC2"
"15245","NOP56"
"15246","IDH3B"
"15247","EBF4"
"15248","CPXM1"
"15249","PCED1A"
"15250","VPS16"
"15251","PTPRA"
"15252","GNRH2"
"15253","MRPS26"
"15254","OXT"
"15255","AVP"
"15256","UBOX5"
"15257","FASTKD5"
"15258","LZTS3"
"15259","DDRGK1"
"15260","ITPA"
"15261","SLC4A11"
"15262","C20orf194"
"15263","ATRN"
"15264","ADAM33"
"15265","SIGLEC1"
"15266","HSPA12B"
"15267","C20orf27"
"15268","SPEF1"
"15269","CENPB"
"15270","CDC25B"
"15271","AP5S1"
"15272","MAVS"
"15273","PANK2"
"15274","RNF24"
"15275","SMOX"
"15276","ADRA1D"
"15277","PRNP"
"15278","PRND"
"15279","RASSF2"
"15280","SLC23A2"
"15281","TMEM230"
"15282","PCNA"
"15283","CDS2"
"15284","GPCPD1"
"15285","C20orf196"
"15286","CHGB"
"15287","TRMT6"
"15288","MCM8"
"15289","CRLS1"
"15290","LRRN4"
"15291","FERMT1"
"15292","BMP2"
"15293","TMX4"
"15294","PLCB1"
"15295","PLCB4"
"15296","LAMP5"
"15297","ANKEF1"
"15298","SNAP25"
"15299","MKKS"
"15300","SLX4IP"
"15301","JAG1"
"15302","BTBD3"
"15303","SPTLC3"
"15304","ISM1"
"15305","TASP1"
"15306","ESF1"
"15307","NDUFAF5"
"15308","SEL1L2"
"15309","MACROD2"
"15310","FLRT3"
"15311","KIF16B"
"15312","SNRPB2"
"15313","PCSK2"
"15314","BFSP1"
"15315","DSTN"
"15316","RRBP1"
"15317","SNX5"
"15318","MGME1"
"15319","OVOL2"
"15320","PET117"
"15321","ZNF133"
"15322","DZANK1"
"15323","POLR3F"
"15324","RBBP9"
"15325","SEC23B"
"15326","LINC00493"
"15327","DTD1"
"15328","SLC24A3"
"15329","RIN2"
"15330","NAA20"
"15331","CRNKL1"
"15332","CFAP61"
"15333","INSM1"
"15334","RALGAPA2"
"15335","KIZ"
"15336","XRN2"
"15337","PAX1"
"15338","THBD"
"15339","CD93"
"15340","NXT1"
"15341","GZF1"
"15342","NAPB"
"15343","CST3"
"15344","SYNDIG1"
"15345","CST7"
"15346","APMAP"
"15347","ACSS1"
"15348","VSX1"
"15349","ENTPD6"
"15350","PYGB"
"15351","ABHD12"
"15352","GINS1"
"15353","NINL"
"15354","NANP"
"15355","ZNF337"
"15356","FAM182B"
"15357","DEFB124"
"15358","REM1"
"15359","HM13"
"15360","ID1"
"15361","COX4I2"
"15362","BCL2L1"
"15363","TPX2"
"15364","MYLK2"
"15365","FOXS1"
"15366","DUSP15"
"15367","TTLL9"
"15368","PDRG1"
"15369","XKR7"
"15370","CCM2L"
"15371","HCK"
"15372","TM9SF4"
"15373","PLAGL2"
"15374","POFUT1"
"15375","KIF3B"
"15376","ASXL1"
"15377","NOL4L"
"15378","COMMD7"
"15379","DNMT3B"
"15380","MAPRE1"
"15381","EFCAB8"
"15382","BPIFB2"
"15383","BPIFB1"
"15384","CDK5RAP1"
"15385","SNTA1"
"15386","CBFA2T2"
"15387","NECAB3"
"15388","ACTL10"
"15389","E2F1"
"15390","PXMP4"
"15391","ZNF341"
"15392","CHMP4B"
"15393","RALY"
"15394","EIF2S2"
"15395","ASIP"
"15396","AHCY"
"15397","ITCH"
"15398","DYNLRB1"
"15399","MAP1LC3A"
"15400","PIGU"
"15401","NCOA6"
"15402","TP53INP2"
"15403","GGT7"
"15404","ACSS2"
"15405","GSS"
"15406","MYH7B"
"15407","TRPC4AP"
"15408","EDEM2"
"15409","PROCR"
"15410","MMP24"
"15411","EIF6"
"15412","FAM83C"
"15413","UQCC1"
"15414","GDF5"
"15415","CEP250"
"15416","ERGIC3"
"15417","SPAG4"
"15418","CPNE1"
"15419","RBM12"
"15420","NFS1"
"15421","ROMO1"
"15422","RBM39"
"15423","PHF20"
"15424","SCAND1"
"15425","CNBD2"
"15426","EPB41L1"
"15427","AAR2"
"15428","DLGAP4"
"15429","MYL9"
"15430","TGIF2"
"15431","C20orf24"
